file_name,decision,reason,duplicate_group,notes
_Zusammenwirken von AfD und Neonazis beobachten_ Bundestagsvize Oppermann (SPD) sieht nach Ausschrei.PDF,keep,core_event_or_useful_analysis,,
Abgeordnetem droht Strafe Geleakter Haftbefehl.PDF,drop,very_short_low_value,,
Acht Menschen melden Attacken.PDF,keep,core_event_or_useful_analysis,,
Angst vor Übergriffen Der BAK fordert besonderen Schutz für Spiel in Chemnitz.PDF,keep,core_event_or_useful_analysis,,
Appelle aus Berlin Merkel findet klare Worte zu Chemnitz die Opposition zu Horst Seehofer.PDF,keep,core_event_or_useful_analysis,,
ARTIKEL.PDF,keep,core_event_or_useful_analysis,,
Auf der Suche nach dem öffentlichen Wohnzimmer _Alte Mitte - neue Liebe__ Initiative schlägt Platz d.PDF,keep,core_event_or_useful_analysis,,
Aufgeheizte Stimmung AUSSCHREITUNGEN Nach dem gewaltsamen Tod eines 35-Jährigen in Chemnitz eskalier.PDF,keep,core_event_or_useful_analysis,,
"Aufmarschbasis Chemnitz SACHSEN Ein toter 35-Jähriger und aufgebrachte Bürger_ Was wir wissen, und w.PDF",keep,core_event_or_useful_analysis,,
Bald wieder Hass- Demos Ab Mittwoch fangen die rechtsextremen  Merkel-muss-weg - Demos wieder an   d.PDF,keep,core_event_or_useful_analysis,,
Barley will rechte Netzwerke überprüfen.PDF,drop,very_short_low_value,,
Bass statt Hass Zehntausende tanzen und feiern beim Gratiskonzert eine Woche nach den rechtsextremis.PDF,keep,core_event_or_useful_analysis,,
Bayerisches Spiel mit dem Feuer CSU-Chef Seehofer provoziert erneut beim Thema Flüchtlinge. Die SPD.PDF,keep,core_event_or_useful_analysis,,
Beauftragte gegen Judenhass.PDF,drop,very_short_low_value,,
Beistand für die Demokraten PROTESTE Mit der Familienministerin zeigt auch der Bund vor Ort Gesicht.PDF,keep,core_event_or_useful_analysis,,
Besuch von der Regierung.PDF,keep,core_event_or_useful_analysis,,
Beweise bitte! Verfassungsschutzchef Hans-Georg Maaßen verwirrt mit seinen Worten zu den Vorfällen i.PDF,keep,core_event_or_useful_analysis,,
Chemnitz bewegt Berlin Nach den Ausschreitungen in Sachsen gehen die Menschen auch hier gegen rassis.PDF,keep,core_event_or_useful_analysis,,
Chemnitz polarisiert DEMONSTRATIONEN_ MZ-Leser diskutieren die Folgen der Vorgänge in Sachsen.PDF,keep,core_event_or_useful_analysis,,
Chemnitz singt.PDF,drop,very_short_low_value,,
Chemnitz und der Rechtsstaat(2).PDF,drop,commentary_noncore,near_005,
Chemnitz und der Rechtsstaat.PDF,drop,commentary_noncore,near_005,
Chemnitz_ Polizei sucht dritten Tatverdächtigen.PDF,keep,core_event_or_useful_analysis,,
"Chemnitzer Chaoten Sachsens Regionalligist hat seit Jahren ein Problem mit gewaltbereiten, rechten F.PDF",keep,core_event_or_useful_analysis,,
CSU-Chef Seehofer löst erneut Krach in der Union aus.PDF,keep,core_event_or_useful_analysis,,
Den schnappen wir uns Hat es in Chemnitz eine Hetzjagd gegeben_ Verfassungsschutzchef Maaßen spricht.PDF,keep,core_event_or_useful_analysis,,
Der brutale Trotz der Jugend Gibt es schon den Roman zu den Ausschreitungen von Chemnitz_(2).PDF,keep,core_event_or_useful_analysis,near_006,Representative kept for near_006.
Der brutale Trotz der Jugend Gibt es schon den Roman zu den Ausschreitungen von Chemnitz_.PDF,drop,duplicate_near,near_006,Dropped in favor of representative file: Der brutale Trotz der Jugend Gibt es schon den Roman zu den Ausschreitungen von Chemnitz_(2).PDF (near_006).
Der Musiker Die Polizeichefin Der Ministerpräsident Gesichter einer tragischen Woche Ein junger Mann.PDF,keep,core_event_or_useful_analysis,,
"Der rechte Moment Hitlergrüße, Jagdszenen, blanker Hass. Vom Aufmarsch der Neonazis wird Chemnitz vö.PDF",keep,core_event_or_useful_analysis,,
Der Weckruf von Chemnitz Hartmut Augustin fordert eine Reaktion der ganzen Gesellschaft.PDF,keep,core_event_or_useful_analysis,,
DFL sagt Partie Dresden gegen Hamburger SV ab.PDF,drop,very_short_low_value,,
Die Angst und der Hass.PDF,keep,core_event_or_useful_analysis,,
Die Wut der Sachsen EXTREMISMUS Der Freistaat hat ein Jahr vor der Landtagswahl mehr als nur ein Ima.PDF,keep,core_event_or_useful_analysis,,
Die Wut der Sachsen EXTREMISMUS In Chemnitz stellt sich die Staatsregierung dem Dialog mit den Bürge.PDF,keep,core_event_or_useful_analysis,,
Die Zivilgesellschaft meidet Chemnitz aus guten Gründen Angeblich ist das Netz ein fantastischer Ort.PDF,keep,core_event_or_useful_analysis,,
"Du gehst niemals allein Beim Festival gegen rechts in Chemnitz spielten Kraftklub, die Toten Hosen,(2).PDF",keep,core_event_or_useful_analysis,near_007,Representative kept for near_007.
"Du gehst niemals allein Beim Festival gegen rechts in Chemnitz spielten Kraftklub, die Toten Hosen,.PDF",drop,duplicate_near,near_007,"Dropped in favor of representative file: Du gehst niemals allein Beim Festival gegen rechts in Chemnitz spielten Kraftklub, die Toten Hosen,(2).PDF (near_007)."
Ein Hauch von Weimar Die Ausschreitungen in Chemnitz wecken Erinnerungen an die Weimarer Republik ''.PDF,keep,core_event_or_useful_analysis,,
"Ein Tischler, der Punk und Linke gut fand Der 35-jährige Daniel H. wurde in Chemnitz getötet.PDF",keep,core_event_or_useful_analysis,,
"Ein Zwischenruf zur ... ...Asyldebatte Barbara John plädiert dafür, die Themen Einwanderung, Integra.PDF",drop,commentary_noncore,,
Eine Woche der Verunsicherung.PDF,keep,core_event_or_useful_analysis,,
Einheitsfront der Rechtsradikalen Neue Aufmärsche in Chemnitz geplant _ Pegida-Chef und AfD-Politike.PDF,keep,core_event_or_useful_analysis,,
Empörung über Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt.PDF,keep,core_event_or_useful_analysis,,
Entsetzen über Veröffentlichung des Chemnitzer Haftbefehls Staatsanwaltschaft leitet Ermittlungsverf.PDF,keep,core_event_or_useful_analysis,,
ERNEUTE DEMONSTRATIONEN IN CHEMNITZ.PDF,drop,very_short_low_value,,
Eskalation mit Ansage Im Internet taucht ein Haftbefehl gegen den mutmaßlichen Messerstecher von Che.PDF,keep,core_event_or_useful_analysis,,
"Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w(2).PDF",drop,duplicate_near,near_008,"Dropped in favor of representative file: Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w.PDF (near_008)."
"Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w.PDF",keep,core_event_or_useful_analysis,near_008,Representative kept for near_008.
Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant eine riesige Demo am 13. O.PDF,keep,core_event_or_useful_analysis,near_009,Representative kept for near_009.
Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant Großdemo am 13. Oktober -.PDF,drop,duplicate_near,near_009,Dropped in favor of representative file: Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant eine riesige Demo am 13. O.PDF (near_009).
Gemeinsam Krach gegen rechts Mit einem großen Konzert wollen Bands in Chemnitz ein Zeichen gegen Ras.PDF,keep,core_event_or_useful_analysis,,
"Gewerkschaft warnt_ ,,Es gibt rechtsfreie Zonen''.PDF",keep,core_event_or_useful_analysis,,
Grüne fahren am Montag nach Chemnitz.PDF,keep,core_event_or_useful_analysis,,
Grüne stehen nicht mit auf.PDF,drop,very_short_low_value,,
Grüne_ Maaßen intrigiert gegen Merkel Verfassungsschutzchef bezweifelt _Hetzjagd_ in Chemnitz und gr.PDF,keep,core_event_or_useful_analysis,,
Haftbefehl veröffentlicht_ Mann ist Job los Dresdner Beamter wird suspendiert.PDF,keep,core_event_or_useful_analysis,,
Haftbefehl weitergegeben â€“ Vollzugsbeamter suspendiert.PDF,keep,core_event_or_useful_analysis,,
Haftbefehl-Veröffentlichung_ Justizbeamter suspendiert Fall Chemnitz_ Tatverdächtiger Iraker hatte A.PDF,keep,core_event_or_useful_analysis,,
Hamburger hoch motiviert Rege Beteiligung bei Demos gegen rechts.PDF,keep,core_event_or_useful_analysis,,
Herz und Hass CHEMNITZ Die Stadt ist erneut im Ausnahmezustand. Rund 11 000 Menschen demonstrieren.PDF,keep,core_event_or_useful_analysis,,
In Chemnitz _gut aufgehoben_ Ministerin beruhigt ausländische Studierende.PDF,keep,core_event_or_useful_analysis,,
IN KÜRZE.PDF,keep,core_event_or_useful_analysis,,
Ingenieure trauen sich nicht her Unternehmen sorgen sich in Sachsen vor geringerem Ansehen in der We.PDF,keep,core_event_or_useful_analysis,,
Jagd auf Migranten in Chemnitz Nach einem tödlich endenden Streit rief die rechtsextremistische Szen.PDF,keep,core_event_or_useful_analysis,,
Justizangestellter kopierte Haftbefehl CHEMNITZ Urheber des Lecks stellt sich nach intensiven Ermitt.PDF,keep,core_event_or_useful_analysis,,
Justizbeamter veröffentlichte Haftbefehl.PDF,keep,core_event_or_useful_analysis,,
Justizbeamter vom Dienst suspendiert.PDF,keep,core_event_or_useful_analysis,,
Kandel-Täter verurteilt.PDF,keep,core_event_or_useful_analysis,,
"Keine Ruhe in Chemnitz SACHSEN Ein Unbekannter veröffentlicht geheimes Dokument im Netz, Rechte verb.PDF",keep,core_event_or_useful_analysis,,
Keine Scheindebatten! Es geht um Größeres.PDF,keep,core_event_or_useful_analysis,,Kept conservatively despite QC flag: opinion_or_commentary.
Kretschmer_ Es gab keinen Mob in Chemnitz Sächsischer Ministerpräsident warnt vor Pauschalurteilen -.PDF,keep,core_event_or_useful_analysis,,
Links  gegen  rechts _ Wie die Ausschreitungen in Chemnitz falsch zugespitzt werden Steffen Grimberg.PDF,keep,core_event_or_useful_analysis,,
medienticker DJV fordert besseren Schutz von.PDF,keep,core_event_or_useful_analysis,,
Mehr Polizei auf Stadtfest SICHERHEIT Behörde verstärkt Präsenz und will eng mit Veranstalter kooper.PDF,keep,core_event_or_useful_analysis,,
Messerangriff noch nicht aufgeklärt CHEMNITZ Polizei fehlen Erkenntnisse über Motiv der Täter.PDF,keep,core_event_or_useful_analysis,,
Nachrichten Thema des Tages_ Justizbeamter im Fall Chemnitz suspendiert Politik_ Briten vom Brexit d.PDF,drop,very_short_low_value,,
Nahles kritisiert Seehofer als Ausfall SPD-Chefin zweifelt an der Eignung von Innenminister und Verf.PDF,keep,core_event_or_useful_analysis,,
"NEUE DEMONSTRATIONEN Beethoven für Vielfalt, Rechte _Pro Chemnitz_.PDF",drop,very_short_low_value,,
NEUE DEMONSTRATIONEN.PDF,drop,very_short_low_value,,
Neuer Preis für Engagement Für Flüchtlinge.PDF,keep,core_event_or_useful_analysis,,
"Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef(2).PDF",keep,core_event_or_useful_analysis,exact_001,Representative kept for exact_001.
"Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef.PDF",drop,duplicate_exact,exact_001,"Dropped in favor of representative file: Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef(2).PDF (exact_001)."
No Headline In Original(2).PDF,keep,core_event_or_useful_analysis,,
No Headline In Original(3).PDF,drop,very_short_low_value,,
No Headline In Original.PDF,keep,core_event_or_useful_analysis,,
OB besorgt über Geschehnisse in Chemnitz Düsseldorf stehe an der Seite seiner Partnerstadt im Kampf.PDF,keep,core_event_or_useful_analysis,,
Opfer dürfen bleiben Als Reaktion auf den Anstieg rechter Gewalt und Pogromstimmung beschließt Breme.PDF,keep,core_event_or_useful_analysis,,
Opfer hatte mit Nazis nichts am Hut DANIEL H. Nach und nach wird mehr über den Getöteten bekannt.PDF,keep,core_event_or_useful_analysis,,
Pegida-naher LKA-Mitarbeiter verlässt Polizei Fall hatte deutschlandweit für Aufsehen gesorgt.PDF,keep,core_event_or_useful_analysis,,
Polizeiaufgebot hält Kundgebungen in Köln auseinander.PDF,drop,very_short_low_value,,
POSITIONEN In Chemnitz fehlen die jungen Frauen Das führt zu einem starken Ungleichgewicht in der St.PDF,drop,commentary_noncore,,
Proteste in Chemnitz.PDF,drop,very_short_low_value,,
Rechter Mob erschüttert Politiker Entsetzten mischt sich mit Trauer.PDF,keep,core_event_or_useful_analysis,,
Rechts draußen Berlins Innensenator Andreas Geisel befürwortet die Beobachtung von Teilen der AfD.PDF,keep,core_event_or_useful_analysis,,
"Rouenhoff in Rees_ ,,Die Diskussion hat uns geschadet''.PDF",keep,core_event_or_useful_analysis,,
Ruf nach Beobachtung der AfD Politiker sehen Nähe zu Rechtsradikalen.PDF,keep,core_event_or_useful_analysis,,
"Ruf nach dem Verfassungsschutz Wegen Chemnitz werden Forderungen lauter, die AfD müsse beobachtet we.PDF",keep,core_event_or_useful_analysis,,
Rufe nach AfD-Beobachtung werden lauter.PDF,keep,core_event_or_useful_analysis,,
Sachsens Innenminister_ Neue Dimension der Eskalation Hetzjagd in Chemnitz alarmiert Politik. _In De.PDF,keep,core_event_or_useful_analysis,,
Schelte für den _AfD-Versteher_.PDF,keep,core_event_or_useful_analysis,,
Seehofer bietet nachträglich seine Hilfe an Kritik kommt vom Regierungspartner SPD.PDF,drop,duplicate_near,near_010,Dropped in favor of representative file: Seehofer bietet nachträglich Unterstützung an Regierungspartner SPD und Opposition üben Kritik.PDF (near_010).
Seehofer bietet nachträglich Unterstützung an Regierungspartner SPD und Opposition üben Kritik.PDF,keep,core_event_or_useful_analysis,near_010,Representative kept for near_010.
Spielabsage in Dresden Aufgrund des Polizei-Großeinsatzes in Chemnitz fällt die Begegnung gegen den.PDF,keep,core_event_or_useful_analysis,,
"Sport Kompakt Fußball_ Polizei lässt HSV-Spiel in Dresden absagen ++ Trapp zur Eintracht, Sahin nach.PDF",keep,core_event_or_useful_analysis,,
Sprechstunde in Sachsen Chemnitz im Krisenmodus. Ministerpräsident Michael Kretschmer kommt zum Bürg.PDF,keep,core_event_or_useful_analysis,,
"Steinmeier warnt vor ,,Rächern'' Bundespräsident und Kanzlerin verurteilen Ausländerhass und Gewalt.PDF",keep,core_event_or_useful_analysis,,
"Suche nach Antworten Nach den Krawallen in Chemnitz treibt die Politik die Frage um, wie es soweit k.PDF",keep,core_event_or_useful_analysis,,
Sänger Clueso_ _Demokratie ist auch Arbeit_.PDF,drop,very_short_low_value,,
Tausende demonstrieren in Chemnitz.PDF,drop,very_short_low_value,,
Tausende in Chemnitz erwartet Am Wochenende gab es erneut fremdenfeindliche Aufmärsche. Außenministe.PDF,keep,core_event_or_useful_analysis,,
U2-Sänger Bono bricht in Berlin Konzert ab.PDF,drop,very_short_low_value,,
Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De(2).PDF,drop,duplicate_near,near_011,Dropped in favor of representative file: Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De.PDF (near_011).
Unbehelligt von der Polizei Die Bilanz der Ordnungshüter in Chemnitz ist verheerend. Die Zahl der De.PDF,keep,core_event_or_useful_analysis,near_011,Representative kept for near_011.
Vater aller Streithähne FLÜCHTLINGE Innenminister Seehofer legt sich in Fragen der Migration erneut.PDF,keep,core_event_or_useful_analysis,,
Verdächtiger hätte abgeschoben werden können(2).PDF,drop,very_short_low_value,near_012,
Verdächtiger hätte abgeschoben werden können.PDF,drop,very_short_low_value,near_012,
Verletzte bei neuen Aufmärschen in Chemnitz.PDF,keep,core_event_or_useful_analysis,,
Volkswagen will Toleranz und Weltoffenheit Initiative wendet sich gegen Diskriminierung.PDF,keep,core_event_or_useful_analysis,,
"Warâ€™s das jetzt_ Essay Fast 70.000 Menschen waren gekommen, um beim ''Wir sind mehr''-Konzert in C.PDF",keep,core_event_or_useful_analysis,,Kept conservatively despite QC flag: opinion_or_commentary.
Was ist bloß im Osten los_.PDF,drop,reader_letter,,
Was war und was kommt In Chemnitz ist am Sonntag ein Mensch getötet worden. Es gibt Demonstrationen.PDF,keep,core_event_or_useful_analysis,,
Wem die Stadt gehört Zwei rechte Demonstrationen und eine Gegenveranstaltung - am Samstag prallten i.PDF,keep,core_event_or_useful_analysis,,
"Wenn Kluge Dummes sprechen, wird es gefährlich Kommentar von Pascal Beucker über die Äußerungen der.PDF",drop,commentary_noncore,,
"Wer brüllt, verliert(2).PDF",drop,commentary_noncore,near_013,
"Wer brüllt, verliert.PDF",drop,commentary_noncore,near_013,
Widerspruch Verfassungsschutz-Präsident Hans-Georg Maaßen sieht keine Hinweise auf eine Hetzjagd in.PDF,keep,core_event_or_useful_analysis,,
Wie Hooligans als militanter Vorbau rechter Demonstrationen fungieren.PDF,keep,core_event_or_useful_analysis,,
Wie in Hoyerswerda.PDF,keep,core_event_or_useful_analysis,,
WOLFGANG ENGLER.PDF,keep,core_event_or_useful_analysis,,
"Wolfgang Kubicki ist ein schlauer Fuchs, und die Deutsche Bank to small to be systemrelevant wie geh.PDF",keep,core_event_or_useful_analysis,,
Wutbürger unter Verdacht.PDF,keep,core_event_or_useful_analysis,,
"Zehntausende bei Konzert gegen rechts in Chemnitz _Wichtig, zu zeigen, dass man nicht allein ist_ _.PDF",keep,core_event_or_useful_analysis,,
Zippert zappt(2).PDF,drop,commentary_noncore,exact_002,
Zippert zappt.PDF,drop,commentary_noncore,exact_002,
ZUR PERSON _Das hätte nie passieren dürfen_ Ministerpräsident Dietmar Woidke über das Staatsversagen.PDF,keep,core_event_or_useful_analysis,,
»Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb(2).PDF,drop,duplicate_near,near_014,Dropped in favor of representative file: »Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb.PDF (near_014).
»Wir mögen die Stadt« Martin Böhringer ist Gründer und Chef des Chemnitzer Software-Start-ups Staffb.PDF,keep,core_event_or_useful_analysis,near_014,Representative kept for near_014.
