group_id,group_type,item_count,files,titles,publications,dates
exact_011,duplicate_exact,2,Merz kündigt harte Auseinandersetzung an(2).PDF | Merz kündigt harte Auseinandersetzung an.PDF,Merz kündigt harte Auseinandersetzung an | Merz kündigt harte Auseinandersetzung an,Rheinische Post | Rheinische Post,Montag 15. Januar 2024 | Montag 15. Januar 2024
exact_012,duplicate_exact,2,Mit Karneval gegen Extremismus Bei den Rosenmontagszügen in Köln und Düsseldorf haben wieder Hundert(2).PDF | Mit Karneval gegen Extremismus Bei den Rosenmontagszügen in Köln und Düsseldorf haben wieder Hundert.PDF,Mit Karneval gegen Extremismus Bei den Rosenmontagszügen in Köln und Düsseldorf haben wieder | Mit Karneval gegen Extremismus Bei den Rosenmontagszügen in Köln und Düsseldorf haben wieder,Rheinische Post | Rheinische Post,Dienstag 13. Februar 2024 | Dienstag 13. Februar 2024
exact_013,duplicate_exact,2,Parteien in Geldern planen ein Bündnis für Demokratie(2).PDF | Parteien in Geldern planen ein Bündnis für Demokratie.PDF,Parteien in Geldern planen ein Bündnis für Demokratie | Parteien in Geldern planen ein Bündnis für Demokratie,Rheinische Post | Rheinische Post,Dienstag 13. Februar 2024 | Dienstag 13. Februar 2024
exact_014,duplicate_exact,2,Rechtes Geheimtreffen aufgedeckt AfD-Politiker sollen mit der Identitären Bewegung eine „Remigration(2).PDF | Rechtes Geheimtreffen aufgedeckt AfD-Politiker sollen mit der Identitären Bewegung eine „Remigration.PDF,Rechtes Geheimtreffen aufgedeckt; AfD-Politiker sollen mit der Identitären Bewegung eine „Remigration“ | Rechtes Geheimtreffen aufgedeckt; AfD-Politiker sollen mit der Identitären Bewegung eine „Remigration“,Rheinische Post | Rheinische Post,Donnerstag 11. Januar 2024 | Donnerstag 11. Januar 2024
exact_015,duplicate_exact,2,Rechtes Gift in allen Milieus(2).PDF | Rechtes Gift in allen Milieus.PDF,Rechtes Gift in allen Milieus | Rechtes Gift in allen Milieus,Rheinische Post | Rheinische Post,Montag 15. Januar 2024 | Montag 15. Januar 2024
exact_016,duplicate_exact,2,"Sich wehren, bevor es zu spät ist Proteste gegen rechts(2).PDF | Sich wehren, bevor es zu spät ist Proteste gegen rechts.PDF","Sich wehren, bevor es zu spät ist; Proteste gegen rechts | Sich wehren, bevor es zu spät ist; Proteste gegen rechts",Rheinische Post | Rheinische Post,Samstag 10. Februar 2024 | Montag 5. Februar 2024
exact_017,duplicate_exact,2,Zahnarzt will Praxis in Oberkassel nach Anfeindungen umbenennen(2).PDF | Zahnarzt will Praxis in Oberkassel nach Anfeindungen umbenennen.PDF,Zahnarzt will Praxis in Oberkassel nach Anfeindungen umbenennen | Zahnarzt will Praxis in Oberkassel nach Anfeindungen umbenennen,Rheinische Post | Rheinische Post,Samstag 13. Januar 2024 | Samstag 13. Januar 2024
exact_018,duplicate_exact,2,„Ich hoffe auf viele zehntausend Teilnehmer“ Der Oberbürgermeister über die Demonstration am Samstag(2).PDF | „Ich hoffe auf viele zehntausend Teilnehmer“ Der Oberbürgermeister über die Demonstration am Samstag.PDF,"„Ich hoffe auf viele zehntausend Teilnehmer“ Der Oberbürgermeister über die Demonstration am Samstag, die | „Ich hoffe auf viele zehntausend Teilnehmer“; Der Oberbürgermeister über die Demonstration am Samstag, die",Rheinische Post | Rheinische Post,Freitag 26. Januar 2024 | Freitag 26. Januar 2024
near_001,duplicate_near,2,Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen Opfe(2).PDF | Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen Opfe.PDF,Abschlussgala wird zur Propaganda-Show; Analyse Warum kein Zeichen der Empathie mit israelischen | Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen,Rheinische Post | Rheinische Post,Montag 26. Februar 2024 | Montag 26. Februar 2024
near_002,duplicate_near,2,Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell al(2).PDF | Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell al.PDF,Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell als | Am ganz rechten Rand; Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell als,Rheinische Post | Rheinische Post,Mittwoch 14. Februar 2024 | Mittwoch 14. Februar 2024
near_003,duplicate_near,2,Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten_ Mit „Remigration“ gre(2).PDF | Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten_ Mit „Remigration“ gre.PDF,Das furchterregende Unwort; Analyse So politisch war die jährliche Wahl selten: Mit „Remigration“ greifen | Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten: Mit „Remigration“ greifen,Rheinische Post | Rheinische Post,Dienstag 16. Januar 2024 | Dienstag 16. Januar 2024
near_004,duplicate_near,2,Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um(2).PDF | Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um.PDF,Die mobilisierte Republik; Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um die | Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um die,Rheinische Post | Rheinische Post,Samstag 20. Januar 2024 | Samstag 20. Januar 2024
near_005,duplicate_near,2,"Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab(2).PDF | Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab.PDF","Es kommt darauf an, dagegenzuhalten; Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab. | Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab.",Rheinische Post | Rheinische Post,Donnerstag 25. Januar 2024 | Donnerstag 25. Januar 2024
near_006,duplicate_near,2,Viele Demos gegen Rechts.PDF | Wieder 20 Demos gegen rechts.PDF,Viele Demos gegen Rechts | Wieder 20 Demos gegen rechts,Frankfurter Rundschau | Frankfurter Rundschau,Freitag 16. Februar 2024 | Freitag 16. Februar 2024
near_007,duplicate_near,2,Wirtschaft gegen rechts(2).PDF | Wirtschaft gegen rechts.PDF,Wirtschaft gegen rechts | Wirtschaft gegen rechts,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 3. Februar 2024 | Samstag 3. Februar 2024
near_008,duplicate_near,2,Wirtschaft gegen Vertreibung.PDF | Wirtschaft gegen „Remigration“.PDF,Wirtschaft gegen Vertreibung | Wirtschaft gegen „Remigration“,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 27. Januar 2024 | Samstag 27. Januar 2024
near_009,duplicate_near,2,„Wacht endlich auf!“(2).PDF | „Wacht endlich auf!“.PDF,„Wacht endlich auf!“ | „Wacht endlich auf!“,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 20. Januar 2024 | Samstag 20. Januar 2024
variant_001,regional_variant,2,Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen Opfe(2).PDF | Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen Opfe.PDF,Abschlussgala wird zur Propaganda-Show; Analyse Warum kein Zeichen der Empathie mit israelischen | Abschlussgala wird zur Propaganda-Show Analyse Warum kein Zeichen der Empathie mit israelischen,Rheinische Post | Rheinische Post,Montag 26. Februar 2024 | Montag 26. Februar 2024
variant_002,regional_variant,2,Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell al(2).PDF | Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell al.PDF,Am ganz rechten Rand Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell als | Am ganz rechten Rand; Analyse Der Verfassungsschutz darf den Jugendverband der AfD jetzt offiziell als,Rheinische Post | Rheinische Post,Mittwoch 14. Februar 2024 | Mittwoch 14. Februar 2024
variant_003,regional_variant,2,Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten_ Mit „Remigration“ gre(2).PDF | Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten_ Mit „Remigration“ gre.PDF,Das furchterregende Unwort; Analyse So politisch war die jährliche Wahl selten: Mit „Remigration“ greifen | Das furchterregende Unwort Analyse So politisch war die jährliche Wahl selten: Mit „Remigration“ greifen,Rheinische Post | Rheinische Post,Dienstag 16. Januar 2024 | Dienstag 16. Januar 2024
variant_004,regional_variant,2,Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um(2).PDF | Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um.PDF,Die mobilisierte Republik; Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um die | Die mobilisierte Republik Analyse Deutschlandweit demonstrieren Tausende gegen rechts. Die Sorge um die,Rheinische Post | Rheinische Post,Samstag 20. Januar 2024 | Samstag 20. Januar 2024
variant_005,regional_variant,2,"Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab(2).PDF | Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab.PDF","Es kommt darauf an, dagegenzuhalten; Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab. | Es kommt darauf an, dagegenzuhalten Die Demos gegen Rechtsextremismus nötigen der Politik Respekt ab.",Rheinische Post | Rheinische Post,Donnerstag 25. Januar 2024 | Donnerstag 25. Januar 2024
variant_006,regional_variant,2,Viele Demos gegen Rechts.PDF | Wieder 20 Demos gegen rechts.PDF,Viele Demos gegen Rechts | Wieder 20 Demos gegen rechts,Frankfurter Rundschau | Frankfurter Rundschau,Freitag 16. Februar 2024 | Freitag 16. Februar 2024
variant_007,regional_variant,2,Wirtschaft gegen rechts(2).PDF | Wirtschaft gegen rechts.PDF,Wirtschaft gegen rechts | Wirtschaft gegen rechts,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 3. Februar 2024 | Samstag 3. Februar 2024
variant_008,regional_variant,2,Wirtschaft gegen Vertreibung.PDF | Wirtschaft gegen „Remigration“.PDF,Wirtschaft gegen Vertreibung | Wirtschaft gegen „Remigration“,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 27. Januar 2024 | Samstag 27. Januar 2024
variant_009,regional_variant,2,„Wacht endlich auf!“(2).PDF | „Wacht endlich auf!“.PDF,„Wacht endlich auf!“ | „Wacht endlich auf!“,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 20. Januar 2024 | Samstag 20. Januar 2024
