file_name,decision,reason,duplicate_group,notes
Der Schulterschluss von Chemnitz Kommentar von Sabine am Orde.PDF,drop,commentary_noncore,,
Der Ton und die Musik _Wir sind mehr__ Tausende kommen zum Konzert gegen Fremdenfeindlichkeit in Che.PDF,keep,,,
Der Vater aller Probleme(2).PDF,drop,duplicate_exact,exact_001,Dropped in favor of representative file: Der Vater aller Probleme.PDF (exact_001).
Der Vater aller Probleme.PDF,keep,,exact_001,Representative kept for exact_001.
Der zwielichtige Herr Maaßen.PDF,drop,reader_letter,,
Die AfD auf Schrumpfkurs_ Die jüngsten Umfragen zur bayeri.PDF,keep,,,
Die AfD ist aus dem Spiel Mit Chemnitz ha tsich die Partei in eine Umsturz-Bewegung verwandelt. Ihr.PDF,keep,,,
Die Angst und der Hass.PDF,keep,,,
Die Auseinandersetzung mit den neovölkischen Deutschen ist noch nicht verloren. Sie hat kaum richtig.PDF,keep,,,
Die Bewegung muss viel radikaler werden Am kommenden Samstag wollen tausende Menschen zur Demo  Welc.PDF,keep,,,
"Die Gewalt, die Bürger, die Politik Chemnitz im Krisenmodus. Ministerpräsident Michael Kretschmer ko.PDF",keep,,,
Die gute Seite.PDF,keep,,,
Die Macht der falschen Nachrichten.PDF,keep,,,
"Die Mehrheit Sie zeigen keine Scheu vor Neonazis, aber selbst so genannt zu werden empfinden sie als.PDF",keep,,,
Die Mitte muss brummen Am Montag hat Chemnitz sich aufgelehnt gegen Rechtsextreme. Nur kamen die 65(2).PDF,drop,regional_variant,variant_005,Dropped in favor of representative file: Die Mitte muss brummen Am Montag hat Chemnitz sich aufgelehnt gegen Rechtsextreme. Nur kamen die 65.PDF (variant_005).
Die Mitte muss brummen Am Montag hat Chemnitz sich aufgelehnt gegen Rechtsextreme. Nur kamen die 65.PDF,keep,,variant_005,Representative kept for variant_005.
Die Mobilisierungsmacht der rechten Ultras nimmt zu Sie nennen sich  NS Boys  oder  Kaotic Chemnitz.PDF,keep,,,
"Die ritualisierte Republik Erst Dresden, dann Cottbus, jetzt Chemnitz_ Schon wieder haben Radikale e.PDF",keep,,,
"Die Sprache der anderen Unionspolitiker wie Seehofer und Kretschmar bedienen sich Begriffen, die von.PDF",keep,,,
Die tanzende Mehrheit Warum Musik stärker sein kann als Politik(2).PDF,drop,regional_variant,variant_006,Dropped in favor of representative file: Die tanzende Mehrheit Warum Musik stärker sein kann als Politik.PDF (variant_006).
Die tanzende Mehrheit Warum Musik stärker sein kann als Politik.PDF,keep,,variant_006,Representative kept for variant_006.
Die unheimliche Mobilisierung der Neonazis in Chemnitz Beim Protestzug am Montag wurden rund 6000 Te.PDF,keep,,,
die woche in berlin Mit Adjektiven ist das so eine Sache   auch mit dem nicht nur in Berlin derzeit.PDF,keep,,,
Die Wut des rechten Mobs Gewalt Politik verurteilt Hetzjagden in Chemnitz Haftbefehle erlassen.PDF,keep,,,
"Die zerrissene Seele einer Stadt In Chemnitz haben Nazis gezeigt, wer sie sind. Viele Leute versuche.PDF",keep,,,
Diesmal sind sie mehr Fremdenfeindlichkeit 65 000 in Chemnitz bei Konzert gegen rechte Gewalt.PDF,keep,,,
"Doof bleibt doof, da helfen keine Pillen Kommentar von Bert Schulz über einen Tweet des FDP-Fraktion.PDF",drop,commentary_noncore,,
"Du gehst niemals allein Beim Festival gegen rechts in Chemnitz spielten Kraftklub, die Toten Hosen,.PDF",keep,,,
Durchbruch der Jagdstimmung Die Enthemmung bei Protesten in Chemnitz und Seehofers Äußerungen zur  H.PDF,keep,,,
Ein  Misthaufen der Geschichte Generaldebatte Im Bundestag greifen alle anderen Parteien die AfD sch.PDF,keep,,,
Ein Hauch von Weimar Die Ausschreitungen in Chemnitz wecken Erinnerungen an die Weimarer Republik ''.PDF,keep,,,
"Ein Mann, kein Wort Bundesinnenminister Horst Seehofer nennt die Dinge gerne beim Namen. Nicht so im.PDF",keep,,,
Ein Spalter.PDF,drop,commentary_noncore,,
Ein Tatverdächtiger von Chemnitz ist auf freiem Fuß Anwalt des Irakers erhebt Vorwürfe gegen Staatsa.PDF,keep,,,
Ein Tatverdächtiger wieder frei Chemnitz Rechtsanwalt spricht von  Phantasiegebilde der Staatsanwalt.PDF,keep,,,
"Ein Video und viele Erklärungen Verfassungsschutz-Chef Maaßen muss im Bundestag belegen, dass es kei.PDF",keep,,,
"Ein Zwischenruf zur ... ...Asyldebatte Barbara John plädiert dafür, die Themen Einwanderung, Integra.PDF",drop,commentary_noncore,,
Eine Farce.PDF,drop,commentary_noncore,,
Eine Woche der Verunsicherung.PDF,keep,,,
Einheitsfront der Rechtsradikalen Neue Aufmärsche in Chemnitz geplant _ Pegida-Chef und AfD-Politike.PDF,keep,,,
Einig gegen Rechtsextremismus(2).PDF,keep,,,
Einig gegen Rechtsextremismus.PDF,keep,,,
Einträge ins LOGBUCH Was mir nicht von der Zunge ging Von Deniz Utlu.PDF,drop,commentary_noncore,,
Empörung über Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt.PDF,keep,,,
"Er sagt, er habe Angst Ein Abend voller Missverständnisse_ Mit einem Schulfreund in der alten Heimat(2).PDF",drop,regional_variant,variant_007,"Dropped in favor of representative file: Er sagt, er habe Angst Ein Abend voller Missverständnisse_ Mit einem Schulfreund in der alten Heimat.PDF (variant_007)."
"Er sagt, er habe Angst Ein Abend voller Missverständnisse_ Mit einem Schulfreund in der alten Heimat.PDF",keep,,variant_007,Representative kept for variant_007.
"Er sieht es anders Michael Kretschmer findet, eine Hetzjagd habe es in Chemnitz nicht gegeben. Opfer.PDF",keep,,,
Es hat ganz klar Übergriffe in Chemnitz gegeben.PDF,keep,,,
Es ist Zeit für eine Reform Der Schutz unserer Verfassung macht radikale Entscheidungen nötig. Nach.PDF,keep,,,
Eskalation mit Ansage Im Internet taucht ein Haftbefehl gegen den mutmaßlichen Messerstecher von Che.PDF,keep,,,
Falsch verstanden Geheimdienstchef Maaßen relativiert seine Zweifel an der Echtheit eines Videos zu.PDF,keep,,,
FOLGEN VON CHEMNITZ.PDF,keep,,,
Folgenreiche Fahrverbote Die SPD will schon lange Autohersteller in die Verantwortung für schlechte.PDF,keep,,,
Frucht des Zorns Verfassungsschutz-Präsident Hans-Georg Maaßen stellt sich mit seinen Äußerungen zu.PDF,keep,,,
"Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w(2).PDF",drop,regional_variant,variant_008,"Dropped in favor of representative file: Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w.PDF (variant_008)."
"Funkenflug Jagdszenen in Chemnitz , einer deutschen Großstadt_ Rechts macht mobil , links hält ein w.PDF",keep,,variant_008,Representative kept for variant_008.
Für die SPD ist klar_ Maaßen muss jetzt gehen.PDF,keep,,,
Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant eine riesige Demo am 13. O.PDF,keep,,variant_009,Representative kept for variant_009.
Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant Großdemo am 13. Oktober -.PDF,drop,regional_variant,variant_009,Dropped in favor of representative file: Gegen Ausgrenzung und Rechtsruck Ein Bündnis von 450 Organisationen plant eine riesige Demo am 13. O.PDF (variant_009).
"Gekommen, um zuzuhören.PDF",keep,,,
Gemeinsam Krach gegen rechts Mit einem großen Konzert wollen Bands in Chemnitz ein Zeichen gegen Ras.PDF,keep,,,
Geschrei wird nicht helfen.PDF,drop,commentary_noncore,,
Gestörtes Verhältnis Unmut in Sicherheitsbehörden über die Flüchtlingspolitik der Kanzlerin.PDF,keep,,,
"Gewalt von rechts, Gewalt von links Chemnitz oder Hambacher Forst_ Über Doppelstandards in Wahrnehmu.PDF",keep,,,
Gezielt auf Geflüchtete los.PDF,keep,,,
Grüne_ Maaßen intrigiert gegen Merkel Verfassungsschutzchef bezweifelt _Hetzjagd_ in Chemnitz und gr.PDF,keep,,,
Haftbefehl weitergegeben â€“ Vollzugsbeamter suspendiert.PDF,keep,,,
Haftbefehl-Veröffentlichung_ Justizbeamter suspendiert Fall Chemnitz_ Tatverdächtiger Iraker hatte A.PDF,keep,,,
Hamburger hoch motiviert Rege Beteiligung bei Demos gegen rechts.PDF,keep,,,
Hans-Georg Maaßen und die Wahrheit.PDF,keep,,,
Hass zahlt sich nicht aus Chemnitz und Köthen lieferten der Welt erschreckende Bilder aus Ostdeutsch.PDF,keep,,,
Hetzjagd und Hass Ein rechter Mob wütet in Chemnitz gegen Ausländer. Hat Sachsen aus Heidenau und Ho.PDF,keep,,,
Hetzjagd â€“ über Unschärfe in der Sprache Wie benennt man die Jagd auf Ausländer in Chemnitz richti.PDF,keep,,,
"Hetzjagd-Debatte_ Maaßen berichtet, Seehofer schweigt Verfassungsschutz-Chef legt seine Einschätzung.PDF",keep,,,
Hetzjagden_ Maaßen legt Bericht vor Wegen der Bewertung von Chemnitz steht der Verfassungsschutzpräs.PDF,keep,,,
Historiker kritisieren AfD-nahe Stiftung.PDF,keep,,,
HSV-Spiel in Dresden fällt diesen Samstag aus Fußball Sächsische Polizei mit allen verfügbaren Kräft.PDF,keep,,,
Hurtig wie ein Panter taz   sachen.PDF,keep,,,
Hört den Menschen zu! Die Medien sollen die Sorgen und Ängste der einfachen Bürger endlich ernst neh.PDF,keep,,,
"Ich finde Deutschland richtig geil Chemnitz, der Fall Özil und die AfD im Bundestag   ein Alptraum.PDF",keep,,,
In Chemnitz _gut aufgehoben_ Ministerin beruhigt ausländische Studierende.PDF,keep,,,
Ingenieure trauen sich nicht her Unternehmen sorgen sich in Sachsen vor geringerem Ansehen in der We.PDF,keep,,,
Inhaftierter hatte falsche Pässe Chemnitz Zwei  Totalfälschungen    Neue Demonstrationen.PDF,keep,,,
Ja zum Streit und nein zur Hetze Die Politikwissenschaftlerin Claudia Ritzi forscht zur Krise der De.PDF,keep,,,
Jagd auf Migranten in Chemnitz Nach einem tödlich endenden Streit rief die rechtsextremistische Szen.PDF,keep,,,
Jeder Schuss rekonstruiert Erik Poppes Spielfilm  Utøya 22. Juli  erteilt Massenmörder Anders Breivi.PDF,keep,,,
Justizbeamter veröffentlichte Haftbefehl.PDF,keep,,,
Justizbeamter vom Dienst suspendiert.PDF,keep,,,
Kandel-Täter verurteilt.PDF,keep,,,
Kein normales Konzert.PDF,keep,,,
Keine Scheindebatten! Es geht um Größeres.PDF,keep,,,
Keine Zeit für Politik Nach den Vorfällen in Chemnitz fragen sich viele_ Wie erzieht man junge Mensc.PDF,keep,,,
Kibum   total tierisch! Kontroverse Fragen und Antworten zu der Debatte um Übergriffe von Chemnitz.PDF,keep,,,
"Klima der Angst Flüchtlinge, ein Sozialdemokrat und der Betreiber eines jüdischen Cafés in Chemnitz.PDF",keep,,,
Koalition befördert Maaßen zum Staatssekretär Einigung beim Gipfeltreffen der Parteichefs_ Der bishe.PDF,keep,,,
Konzert im Pfarrgarten.PDF,keep,,,
Kretschmer_ Es gab keinen Mob in Chemnitz Sächsischer Ministerpräsident warnt vor Pauschalurteilen -.PDF,keep,,,
KRITISCH gesehen Der Vorleser.PDF,keep,,,
KRITISCH gesehen Wer schlägt wen_.PDF,keep,,,
"Lasst uns feiern, tanzen, lachen Jetzt werden Zeichen der Eindeutigkeit abgefordert. Dabei geht es u.PDF",keep,,,
"Leeres Land Nach den Ausschreitungen in Chemnitz hieß es, der Osten verliere ohne Toleranz seine Wir(2).PDF",drop,regional_variant,variant_010,"Dropped in favor of representative file: Leeres Land Nach den Ausschreitungen in Chemnitz hieß es, der Osten verliere ohne Toleranz seine Wir.PDF (variant_010)."
"Leeres Land Nach den Ausschreitungen in Chemnitz hieß es, der Osten verliere ohne Toleranz seine Wir.PDF",keep,,variant_010,Representative kept for variant_010.
"Letzter Aufruf Ob Verfassungsschutzchef Maaßen im Amt bleibt, hängt von seinem Auftritt vor den Parl.PDF",keep,,,
Links  gegen  rechts _ Wie die Ausschreitungen in Chemnitz falsch zugespitzt werden Steffen Grimberg.PDF,keep,,,
Maas_ Mal vom Sofa runter Außenminister wirft Deutschen Bequemlichkeit beim Kampf gegen Rechtsextrem.PDF,keep,,,
Maaßen gibt mit seinen Vermutungen zu Chemnitz Rätsel auf Warum ausgerechnet der vorsichtig formulie.PDF,keep,,,
Maaßen lenkt ab.PDF,drop,commentary_noncore,,
Maaßen rechtfertigt sich mit Sorge vor Desinformation Chef des Verfassungsschutzes muss seine umstri.PDF,keep,,,
"Maaßen stürzt Koalition in Krise Die SPD fordert den Rücktritt des obersten Verfassungsschützers, Se(2).PDF",drop,regional_variant,variant_011,"Dropped in favor of representative file: Maaßen stürzt Koalition in Krise Die SPD fordert den Rücktritt des obersten Verfassungsschützers, Se.PDF (variant_011)."
"Maaßen stürzt Koalition in Krise Die SPD fordert den Rücktritt des obersten Verfassungsschützers, Se.PDF",keep,,variant_011,Representative kept for variant_011.
Maaßen und die Woche der Wahrheiten Der Verfassungsschutzchef steht unter Druck_ Er muss viele Frage.PDF,keep,,,
"Maaßen und Hetzjagd Ein Politiker, der keiner ist Von Jost Müller-Neuhof.PDF",keep,,,
Maaßen zweifelt an Video aus Chemnitz Chef des Verfassungsschutzes stellt sich gegen Kanzlerin Merke.PDF,keep,,,
medienticker DJV fordert besseren Schutz von.PDF,keep,,,
"Meine Lehre aus Chemnitz Wer der AfD den Nährboden entziehen will, muss Hilfe für Asylbewerber mit H(2).PDF",drop,regional_variant,variant_012,"Dropped in favor of representative file: Meine Lehre aus Chemnitz Wer der AfD den Nährboden entziehen will, muss Hilfe für Asylbewerber mit H.PDF (variant_012)."
"Meine Lehre aus Chemnitz Wer der AfD den Nährboden entziehen will, muss Hilfe für Asylbewerber mit H.PDF",keep,,variant_012,Representative kept for variant_012.
Merkel-Kritiker mit Hang zu Spekulationen Nicht erst seit seinen Chemnitz-Äußerungen steht Hans-Geor.PDF,keep,,,
Messerattacke von Chemnitz_ Ein Verdächtiger frei.PDF,keep,,,
Muslime werben für Toleranz Vor dem Treffen der Ahmadiyya-Bewegung in Rheinfelden betont sie die Loy.PDF,keep,,,
Mönchengladbach hat gesiegt Der Tod eines rechtsextremen Hooligans und der „Trauermarsch“ hatten exp.PDF,keep,,,
nachrichten 3.000 gegen rechtsRund 3.000 Men.PDF,keep,,,
NACHRICHTEN.PDF,keep,,,
Nahles kritisiert Seehofer als Ausfall SPD-Chefin zweifelt an der Eignung von Innenminister und Verf.PDF,keep,,,
Naziparole in Sachsen bleibt straffrei Zwei Hitlergrüße nicht martialisch genug.PDF,keep,,,
Neuer Preis für Engagement Für Flüchtlinge.PDF,keep,,,
"Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef(2).PDF",keep,,exact_002,Representative kept for exact_002.
"Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef.PDF",drop,duplicate_exact,exact_002,"Dropped in favor of representative file: Niemand hat die Absicht Die AfD wehrt sich gegen den Vorwurf, die Ausschreitungen in Chemnitz zu bef(2).PDF (exact_002)."
No Headline In Original(2).PDF,drop,malformed,,
No Headline In Original.PDF,drop,malformed,,
Nur kurz schien Maaßen das Gröbste überstanden zu haben Nach seinen Erklärungsversuchen im Bundestag.PDF,keep,,,
OB besorgt über Geschehnisse in Chemnitz Düsseldorf stehe an der Seite seiner Partnerstadt im Kampf.PDF,keep,,,
Opfer dürfen bleiben Als Reaktion auf den Anstieg rechter Gewalt und Pogromstimmung beschließt Breme.PDF,keep,,,
Parteien streiten über Beobachtung der AfD Die Ausschreitungen haben ein Nachspiel. Auch für Behörde.PDF,keep,,,
Party oder Protest_ Party-Protest! Hanna Voß über das linke Benefizkonzert in Chemnitz.PDF,drop,commentary_noncore,,
Pastor Derrix setzt Zeichen gegen Fremdenfeindlichkeit „Wir sind mehr“ ist das Motto der Kirchennach.PDF,keep,,,
Pegida-naher LKA-Mitarbeiter verlässt Polizei Fall hatte deutschlandweit für Aufsehen gesorgt.PDF,keep,,,
Personalabbau rächt sich.PDF,keep,,,
Politik Kompakt Chemnitz_ Mitglieder der _Bürgerwehr_ inhaftiert ++ Verfassungsschutz_ SPD beharrt a.PDF,keep,,,
Polizei fahndet nach drittem Tatverdächtigen An der tödlichen Messerattacke war ein weiterer Mann be.PDF,keep,,,
Polizei ist mit zu geringen Kräften vor Ort.PDF,keep,,,
PORTRÄT Marteria und Casper Die Berliner Rapper werden in Chemnitz bei einer Demo gegen rechts auftr.PDF,drop,commentary_noncore,,
POSITIONEN In Chemnitz fehlen die jungen Frauen Das führt zu einem starken Ungleichgewicht in der St.PDF,drop,commentary_noncore,,
Präzise Diagnose und gezielte Therapie.PDF,drop,reader_letter,,
